-5.691964111328125000e+02,9.471668243408203125e+01,1.348824882507324219e+01,2.287745666503906250e+01,1.305013656616210938e+01,2.630316495895385742e+00,9.381014704704284668e-01,1.599851965904235840e+00,-3.608826994895935059e-01,5.098919868469238281e+00,4.612003803253173828e+00,1.239782094955444336e+00,3.983905792236328125e+00,2.053068637847900391e+00,3.163594007492065430e+00,2.318099498748779297e+00,-3.313609957695007324e-01,-3.620094954967498779e-01,1.678249955177307129e+00,-2.258504182100296021e-01,9.882835388183593750e+01,5.471559524536132812e+01,3.077118682861328125e+01,1.858276748657226562e+01,1.570682621002197266e+01,1.608714485168457031e+01,1.073536205291748047e+01,1.043012142181396484e+01,1.120110797882080078e+01,7.983152389526367188e+00,7.679561138153076172e+00,7.057883262634277344e+00,6.473842620849609375e+00,6.431765556335449219e+00,5.634643077850341797e+00,4.896041870117187500e+00,6.556895256042480469e+00,5.347386360168457031e+00,4.611499786376953125e+00,5.534687519073486328e+00
-6.117179565429687500e+02,9.569355773925781250e+01,1.995738410949707031e+01,2.255942153930664062e+01,9.885690689086914062e+00,9.518118858337402344e+00,2.953531026840209961e+00,4.768100738525390625e+00,1.862182378768920898e+00,4.319331169128417969e+00,4.009483814239501953e+00,2.998367547988891602e+00,5.968461036682128906e+00,-2.878031432628631592e-01,3.698255538940429688e+00,3.981560468673706055e+00,8.924113512039184570e-01,-6.000624299049377441e-01,9.642495512962341309e-01,1.773606181144714355e+00,1.039396972656250000e+02,5.086927413940429688e+01,2.557220840454101562e+01,1.831246948242187500e+01,1.539244651794433594e+01,1.336656093597412109e+01,1.128281116485595703e+01,1.079055595397949219e+01,1.092130184173583984e+01,8.463084220886230469e+00,7.872223377227783203e+00,8.210067749023437500e+00,7.522101402282714844e+00,8.288846969604492188e+00,6.754211425781250000e+00,5.741446495056152344e+00,6.307157516479492188e+00,5.592133522033691406e+00,5.640626430511474609e+00,5.055167198181152344e+00
-4.126139526367187500e+02,7.965148925781250000e+01,3.285695648193359375e+01,2.064560508728027344e+01,1.384993457794189453e+01,9.992339134216308594e+00,5.291024208068847656e+00,6.279112815856933594e+00,3.601463794708251953e+00,3.755425453186035156e+00,4.439738273620605469e+00,2.799678087234497070e+00,3.189800500869750977e+00,1.363710641860961914e+00,2.212571620941162109e+00,9.799727201461791992e-01,6.031062602996826172e-01,9.496485590934753418e-01,4.564666189253330231e-03,2.620268166065216064e-01,7.575086975097656250e+01,6.488124084472656250e+01,3.341508483886718750e+01,2.800678062438964844e+01,1.922116661071777344e+01,1.538344573974609375e+01,1.323356533050537109e+01,1.098477554321289062e+01,9.639308929443359375e+00,8.495298385620117188e+00,7.388887405395507812e+00,6.985915184020996094e+00,6.119460582733154297e+00,6.407839298248291016e+00,6.479701519012451172e+00,5.549770355224609375e+00,5.422850131988525391e+00,4.871479034423828125e+00,5.100218772888183594e+00,4.668072223663330078e+00
-5.837094116210937500e+02,6.888868713378906250e+01,1.510797119140625000e+01,1.755055427551269531e+01,4.808679580688476562e+00,3.094956874847412109e+00,-2.688001394271850586e-01,4.312616825103759766e+00,2.903948307037353516e+00,3.345764636993408203e+00,2.886704683303833008e+00,1.348507761955261230e+00,1.706647872924804688e+00,8.898341059684753418e-01,2.571788549423217773e+00,-9.038712382316589355e-01,1.212724685668945312e+00,-4.189663231372833252e-01,-1.136143058538436890e-01,6.974256634712219238e-01,8.411096191406250000e+01,4.702509689331054688e+01,2.509349250793457031e+01,2.160553359985351562e+01,1.439148998260498047e+01,1.427834892272949219e+01,1.294148635864257812e+01,9.549036979675292969e+00,9.285578727722167969e+00,9.338758468627929688e+00,7.022764205932617188e+00,7.269988059997558594e+00,8.010449409484863281e+00,7.533780097961425781e+00,6.168059825897216797e+00,7.939723968505859375e+00,6.133696079254150391e+00,6.392990589141845703e+00,6.244609832763671875e+00,6.573416233062744141e+00
-5.187945556640625000e+02,8.023757934570312500e+01,6.755810737609863281e+00,2.155085945129394531e+01,-9.420266002416610718e-02,4.859999179840087891e+00,2.248363256454467773e+00,-3.310098171234130859e+00,2.745793104171752930e+00,4.247903347015380859e+00,2.248270988464355469e+00,-1.843161225318908691e+00,-2.367279827594757080e-01,2.081389665603637695e+00,1.640170931816101074e+00,-6.884800195693969727e-01,5.950224399566650391e-01,8.034208416938781738e-01,-3.194021582603454590e-01,-4.701069891452789307e-01,1.000133132934570312e+02,4.910964965820312500e+01,3.200220870971679688e+01,2.256008529663085938e+01,2.122777557373046875e+01,1.557160758972167969e+01,1.372253704071044922e+01,1.483117580413818359e+01,9.217753410339355469e+00,1.067186546325683594e+01,9.467927932739257812e+00,8.772419929504394531e+00,8.781959533691406250e+00,6.516214370727539062e+00,8.394762039184570312e+00,6.394494056701660156e+00,6.106620788574218750e+00,5.764605522155761719e+00,6.145346164703369141e+00,5.943777561187744141e+00
-5.693026733398437500e+02,7.059887695312500000e+01,1.734115600585937500e+01,1.545540332794189453e+01,8.205928802490234375e+00,3.529800653457641602e+00,-3.750391304492950439e-01,1.207225322723388672e-01,-4.831642378121614456e-03,5.338534355163574219e+00,4.145647048950195312e+00,-5.974459648132324219e-01,1.929466247558593750e+00,1.966830968856811523e+00,3.500834703445434570e+00,5.852411985397338867e-01,5.364844575524330139e-02,2.530528306961059570e+00,1.024451017379760742e+00,4.194397851824760437e-02,6.798719024658203125e+01,4.281522369384765625e+01,2.343162918090820312e+01,2.063645172119140625e+01,1.581402587890625000e+01,1.504456424713134766e+01,1.321298217773437500e+01,1.066678714752197266e+01,9.846272468566894531e+00,8.918312072753906250e+00,8.061461448669433594e+00,7.261538028717041016e+00,6.934441089630126953e+00,6.122719764709472656e+00,5.783730506896972656e+00,5.268914222717285156e+00,5.344063758850097656e+00,4.732601165771484375e+00,4.470254421234130859e+00,4.643082618713378906e+00
-4.869148254394531250e+02,6.745709228515625000e+01,3.746922969818115234e+00,2.061541366577148438e+01,1.135026454925537109e+01,3.542270064353942871e-01,-2.049132108688354492e+00,1.022590398788452148e+00,-5.567732810974121094e+00,6.584797799587249756e-02,3.435740709304809570e+00,-2.401123523712158203e+00,4.067556858062744141e+00,3.206609249114990234e+00,5.259586572647094727e-01,2.636189937591552734e+00,1.895177841186523438e+00,3.705097138881683350e-01,3.033810615539550781e+00,8.879493474960327148e-01,9.507038116455078125e+01,5.585386657714843750e+01,2.827427101135253906e+01,2.447104644775390625e+01,1.888326835632324219e+01,2.109674835205078125e+01,1.403811454772949219e+01,1.125859355926513672e+01,1.551591587066650391e+01,9.518916130065917969e+00,9.600135803222656250e+00,1.061379528045654297e+01,7.290946483612060547e+00,7.407499313354492188e+00,8.253780364990234375e+00,6.542603969573974609e+00,7.095595836639404297e+00,6.647649765014648438e+00,5.744711875915527344e+00,5.814751625061035156e+00
-4.145594482421875000e+02,3.788282012939453125e+01,9.040415763854980469e+00,4.120861053466796875e+00,2.225998401641845703e+00,-1.793732643127441406e+00,-5.184823036193847656e+00,-3.559354543685913086e+00,-3.687553405761718750e+00,-1.240102574229240417e-01,6.952536106109619141e-01,-1.682405948638916016e+00,1.429782956838607788e-01,1.176933884620666504e+00,-1.927915811538696289e-01,-1.657464623451232910e+00,-3.836576640605926514e-02,-5.589926615357398987e-02,-3.784588277339935303e-01,6.139624118804931641e-01,4.704394912719726562e+01,3.782043075561523438e+01,1.814818191528320312e+01,1.774814033508300781e+01,1.073241043090820312e+01,1.266312217712402344e+01,1.221474838256835938e+01,1.023184680938720703e+01,9.385994911193847656e+00,8.256932258605957031e+00,7.095004081726074219e+00,6.492700099945068359e+00,6.043162345886230469e+00,5.047583580017089844e+00,5.418058395385742188e+00,5.962358951568603516e+00,5.003968715667724609e+00,4.864783763885498047e+00,5.491633415222167969e+00,5.389723777770996094e+00
-5.413188476562500000e+02,3.616850280761718750e+01,1.607049369812011719e+01,1.430513668060302734e+01,1.154493236541748047e+01,9.050740242004394531e+00,7.328998088836669922e+00,6.366192817687988281e+00,4.364178657531738281e+00,5.884603023529052734e+00,6.850615978240966797e+00,5.371855735778808594e+00,4.799484729766845703e+00,4.263563632965087891e+00,4.813854217529296875e+00,4.344976425170898438e+00,3.292025804519653320e+00,2.486436605453491211e+00,2.631901025772094727e+00,2.060090541839599609e+00,5.542568206787109375e+01,4.181913375854492188e+01,1.491225337982177734e+01,1.382923889160156250e+01,1.137012672424316406e+01,1.023077869415283203e+01,8.044276237487792969e+00,7.098971366882324219e+00,7.906319618225097656e+00,5.962530612945556641e+00,6.210402488708496094e+00,4.965196132659912109e+00,4.297324180603027344e+00,4.258319854736328125e+00,4.082319259643554688e+00,3.708755731582641602e+00,3.984682321548461914e+00,4.110551834106445312e+00,3.590462207794189453e+00,3.595167636871337891e+00
-4.911199035644531250e+02,6.130300140380859375e+01,8.641909599304199219e+00,1.421895790100097656e+01,5.087929248809814453e+00,6.344938755035400391e+00,-3.417427778244018555e+00,2.531879901885986328e+00,-1.003897264599800110e-01,-1.151587009429931641e+00,1.032470822334289551e+00,-4.009838581085205078e+00,-5.581160783767700195e-01,-2.448928952217102051e-01,1.156987667083740234e+00,-2.156725883483886719e+00,-1.939414739608764648e-01,1.177558660507202148e+00,-1.010303974151611328e+00,1.077150627970695496e-01,9.340790557861328125e+01,5.171489715576171875e+01,2.407399749755859375e+01,2.268834304809570312e+01,1.591620635986328125e+01,1.203906917572021484e+01,1.650345039367675781e+01,1.094279289245605469e+01,1.130183601379394531e+01,1.097520637512207031e+01,8.192594528198242188e+00,1.075345706939697266e+01,9.262121200561523438e+00,7.899528980255126953e+00,6.303726196289062500e+00,7.492478847503662109e+00,6.441020011901855469e+00,5.237938404083251953e+00,6.712894439697265625e+00,6.099539756774902344e+00
