-2.212584513472393155e-05,4.651639144867658615e-03,2.794915723268460273e+00,1.039240128330021520e+02,-2.212586878158617765e-05,6.125479005277156830e-03,1.572161677854831963e+00,5.647118125022349489e+01,-2.212583967775572091e-05,6.704838946461677551e-03,9.314263078709367205e-01,5.082092034664319158e+01,-2.212582512584049255e-05,6.862518377602100372e-03,7.226519156022163104e-01,5.103535821412084061e+01,-2.212578510807361454e-05,6.899438332766294479e-03,6.793476674441145668e-01,5.087130511300178171e+01,-2.212581239291466773e-05,6.904110312461853027e-03,6.763953272686070717e-01,5.078438007331468640e+01
-2.285809932800475508e-05,3.540453268215060234e-03,1.801976889323126940e+00,2.878912938306353908e+01,-2.285809932800475508e-05,4.776550922542810440e-03,8.146826093513138689e-01,2.967199506141894716e+01,-2.285807386215310544e-05,5.161849781870841980e-03,2.071777577895271283e-01,3.332132953833531275e+01,-2.285811933688819408e-05,5.251132883131504059e-03,8.463479375441251840e-02,3.458297204507356781e+01,-2.285807204316370189e-05,5.269145593047142029e-03,7.997658484175694527e-02,3.455766918227304529e+01,-2.285812843183521181e-05,5.274930037558078766e-03,7.950398931628833987e-02,3.445661217203359428e+01
-1.344420252280542627e-05,4.848451539874076843e-02,-6.389170113157415232e-01,9.439306381765918275e+01,-1.345534838037565351e-05,5.191494897007942200e-02,-6.367510462521176473e-01,9.128913613551138440e+01,-1.345514010608894750e-05,5.272335186600685120e-02,-6.218667981126461131e-01,8.826193352742519949e+01,-1.345402051811106503e-05,5.281472206115722656e-02,-6.226398637429624294e-01,8.791660357046876584e+01,-1.345379587291972712e-05,5.282592400908470154e-02,-6.220948274492076324e-01,8.790691116622717516e+01,-1.345375767414225265e-05,5.282965302467346191e-02,-6.219323749274621171e-01,8.788830380654356134e+01
-2.298691106261685491e-05,4.142179153859615326e-03,1.017582598049634912e+00,6.475310926481908780e+01,-2.298696017533075064e-05,5.220775026828050613e-03,1.442954822975948792e+00,3.506414514815870831e+01,-2.298752042406704277e-05,5.793814081698656082e-03,1.504657280655964380e+00,3.226763491199295686e+01,-2.298763502039946616e-05,5.882822442799806595e-03,1.450573518504914228e+00,3.209280257794308255e+01,-2.298763865837827325e-05,5.904054269194602966e-03,1.445223119556216851e+00,3.181806922816578975e+01,-2.298764775332529098e-05,5.912064108997583389e-03,1.440249321037893493e+00,3.165825445559444518e+01
-2.292032149853184819e-05,5.320836324244737625e-03,8.356642489500457627e-01,1.252942391318576085e+02,-2.292154204042162746e-05,7.299818564206361771e-03,1.218055516704158903e+00,5.026407867559361620e+01,-2.292130920977797359e-05,8.733963593840599060e-03,7.925029479293143053e-01,4.829751922791058405e+01,-2.292145109095145017e-05,9.086111560463905334e-03,4.601333772584193516e-01,5.263083196458363489e+01,-2.292144745297264308e-05,9.169475175440311432e-03,4.313896302724047338e-01,5.536273027313757211e+01,-2.292142562509980053e-05,9.179105050861835480e-03,4.257831107325439901e-01,5.540158282158909486e+01
-2.285357913933694363e-05,2.348022535443305969e-03,1.132166637571474163e-02,5.408961276148755104e+01,-2.285367190779652447e-05,3.382869297638535500e-03,3.673307744343349834e-01,6.756952579112254398e+01,-2.285384834976866841e-05,3.858475713059306145e-03,2.189387605155292127e-02,8.173557609959364356e+01,-2.285383925482165068e-05,3.968873992562294006e-03,-8.435962430051072158e-02,8.461251314033498261e+01,-2.285383197886403650e-05,3.992331679910421371e-03,-7.090861151046536082e-02,8.408433681302352625e+01,-2.285388109157793224e-05,3.998990170657634735e-03,-6.904770085676832647e-02,8.375008725906985774e+01
-2.222794864792376757e-05,6.565707735717296600e-03,7.674904459253216737e-01,3.204893869965285091e+01,-2.222796683781780303e-05,1.128120720386505127e-02,2.798836638821096123e-01,3.141241691024346494e+01,-2.222794500994496047e-05,1.254413556307554245e-02,2.615069701406113559e-03,2.915545408877294165e+01,-2.222796501882839948e-05,1.293628942221403122e-02,-8.964326211019539581e-02,2.974201658745642618e+01,-2.222797047579661012e-05,1.308556832373142242e-02,-1.208309733031889960e-01,2.958421266438077879e+01,-2.222792682005092502e-05,1.310666557401418686e-02,-1.211020381287298137e-01,2.944783305464540035e+01
-2.322405634913593531e-05,7.852760143578052521e-03,8.072121619522821589e+00,5.113674494737830173e+03,-2.322406362509354949e-05,1.092497166246175766e-02,3.052753961472726374e+00,1.418242082888812547e+03,-2.322406908206176013e-05,1.216212660074234009e-02,2.465779311232519255e+00,9.391806632341409795e+02,-2.322407272004056722e-05,1.248592231422662735e-02,2.287332882950667390e+00,8.498287571542917931e+02,-2.322404907317832112e-05,1.253089215606451035e-02,2.273264271423757865e+00,8.383063448097443597e+02,-2.322409272892400622e-05,1.254360843449831009e-02,2.266902225314861852e+00,8.350104904034776609e+02
-2.307693284819833934e-05,5.680317524820566177e-03,-5.863149978317382605e+00,2.257547816037164466e+03,-2.307692921021953225e-05,6.010066252201795578e-03,-7.180962751910157316e+00,2.251808198661095503e+03,-2.307692739123012871e-05,6.138619501143693924e-03,-6.795153837538308039e+00,2.071987207516908711e+03,-2.307690556335728616e-05,6.169765256345272064e-03,-6.707981674238074454e+00,2.031805133567666871e+03,-2.307693284819833934e-05,6.178566720336675644e-03,-6.681906518516932181e+00,2.020492042477651012e+03,-2.307693466718774289e-05,6.181726697832345963e-03,-6.671048519265039722e+00,2.016437864159740684e+03
-2.281418710481375456e-05,1.246494613587856293e-02,2.351897692649307092e-01,3.069703599506061664e+01,-2.281417800986673683e-05,1.637557148933410645e-02,7.420916458036589392e-01,1.700769989628833656e+01,-2.281421257066540420e-05,1.827409304678440094e-02,6.245197784700384780e-01,1.649321062777866231e+01,-2.281417800986673683e-05,1.869453303515911102e-02,5.089313473873616767e-01,1.721077169414154540e+01,-2.281417437188792974e-05,1.874103397130966187e-02,5.044084600525289286e-01,1.724226700682928026e+01,-2.281418164784554392e-05,1.874808408319950104e-02,5.049160720224450394e-01,1.724218348634233777e+01
-2.299374682479538023e-05,5.426139570772647858e-03,1.633044783784765031e+00,5.559756022534514841e+01,-2.299371408298611641e-05,7.041639648377895355e-03,1.178499880922880383e+00,2.776586650249927857e+01,-2.299370135006029159e-05,7.479571737349033356e-03,1.003003177712582294e+00,2.471220362810099047e+01,-2.299371044500730932e-05,7.626620586961507797e-03,9.299824735440450629e-01,2.423133668907476590e+01,-2.299375228176359087e-05,7.674386259168386459e-03,9.024065137223147293e-01,2.400367202101242725e+01,-2.299371590197551996e-05,7.680057547986507416e-03,8.997878617753333197e-01,2.395214818336765106e+01
9.472616824268698110e-08,4.181192722171545029e-03,2.089927992712971250e+00,1.237882363563535790e+02,9.460652705683969543e-08,4.582216031849384308e-03,1.502815456736282140e+00,9.077884824232211258e+01,9.459266436806501588e-08,4.746016580611467361e-03,1.236540949224507635e+00,8.230236295396102264e+01,9.461618333261867519e-08,4.810445010662078857e-03,1.138986890985866030e+00,7.996386975414174003e+01,9.459591154836743954e-08,4.835629835724830627e-03,1.108899510065779026e+00,7.956161585942851389e+01,9.459625971430796199e-08,4.841691814363002777e-03,1.102144498163955433e+00,7.943007847067838156e+01
