2.104676710968295339e+00,3.261807537583707894e+00,1.129821104913416141e+00,-6.873270749758604303e-01
5.302054813218566309e+00,8.723335288523607289e+00,1.149798249747592704e+00,-6.705734213775569330e-01
3.515094659757016515e+00,5.877585942613010594e+00,1.152450027866559035e+00,-6.684405571581728545e-01
2.355055756602866257e+00,3.702663140015508780e+00,1.136198382673355267e+00,-6.818787580164271667e-01
6.866448332561195578e+00,1.159784689099405952e+01,1.153579699127505576e+00,-6.675440750939900525e-01
2.834026805984205311e+00,4.631804429665359102e+00,1.148697149712859300e+00,-6.714679798124856269e-01
2.965915923076563043e+00,5.043494528133348531e+00,1.154100225530702239e+00,-6.671345099701726511e-01
4.463011499888369649e+00,7.226641533736491319e+00,1.146097055029209999e+00,-6.735981367623748994e-01
1.886105965560505249e+00,2.981228566687545101e+00,1.138306331823973450e+00,-6.800958319466241520e-01
2.676878072824843358e+00,4.252783531037688469e+00,1.140200905894592109e+00,-6.785017651281681772e-01
2.381526475098132423e+00,3.781886863954350808e+00,1.140039294990003560e+00,-6.786374197014959364e-01
3.050925832546358407e+00,4.735639845853661711e+00,1.130553515995416536e+00,-6.866974595321440056e-01
2.753497355347942044e+00,4.462589669881830368e+00,1.146337362743852228e+00,-6.734003482782586758e-01
5.952669193813494353e+00,9.294169507274068209e+00,1.133242622661803978e+00,-6.843942378835112805e-01
2.679192441526035751e+00,4.136913098237229747e+00,1.127995249530209021e+00,-6.889008065993835750e-01
3.939572110128393145e+00,6.628503007167756422e+00,1.153187929139964263e+00,-6.678539300471051376e-01
2.324103328155229242e+00,3.638042948739248050e+00,1.134364809453853207e+00,-6.834371566340413651e-01
2.565776704362572769e+00,3.878344182829175590e+00,1.116058571677633005e+00,-6.993226167750261624e-01
5.115542186667524582e+00,8.424359100188972604e+00,1.149980883776223095e+00,-6.704254838240868430e-01
3.987941288222603298e+00,6.395244414794566623e+00,1.143300047307968859e+00,-6.759127508089775027e-01
3.969628124621414234e+00,6.557823770281622444e+00,1.150574176081383015e+00,-6.699458823799768759e-01
2.675155676139579164e+00,4.206522249028051164e+00,1.136254548664846542e+00,-6.818311298316719338e-01
2.835029525901741732e+00,4.654715052059890112e+00,1.149381707087143267e+00,-6.709113383465843405e-01
2.792611440941687562e+00,4.624215029719658254e+00,1.150986372741551467e+00,-6.696135963872711372e-01
2.563212582042397880e+00,4.205802559352481040e+00,1.150103321495784092e+00,-6.703249111917366498e-01
3.691873033942651539e+00,6.099035299358572360e+00,1.150665205010065861e+00,-6.698724137714671123e-01
3.613540288561888136e+00,5.663150571908118103e+00,1.134865615504729197e+00,-6.830108345414949156e-01
2.569621623286762802e+00,4.385579652850656096e+00,1.154316826855805056e+00,-6.669649734948430719e-01
2.762567302653438528e+00,4.475856856307355081e+00,1.146273171127173196e+00,-6.734531638271636922e-01
2.670637176678237523e+00,4.291165702554500250e+00,1.143902960451539830e+00,-6.754119559117879312e-01
3.153147407643406286e+00,4.880595692390843787e+00,1.129199429800733068e+00,-6.878622488410504054e-01
4.598869968428200394e+00,7.247071676561869680e+00,1.137118708121228394e+00,-6.810991662866046070e-01
4.033376986053106350e+00,6.595109415553270793e+00,1.148495569517637094e+00,-6.716324526024135544e-01
2.398944940129863479e+00,3.834847309558846895e+00,1.142288724630046826e+00,-6.767549466828071125e-01
2.374179216985943253e+00,3.898565019744803628e+00,1.149417780042108150e+00,-6.708820466952247763e-01
4.593594373446476808e+00,7.335199219549605409e+00,1.141931378608012526e+00,-6.770531631704836961e-01
2.164662882879027972e+00,3.427233810773140377e+00,1.138947877729793889e+00,-6.795551295502786360e-01
3.466259433253999767e+00,5.826190177629680278e+00,1.153081624036532471e+00,-6.679382117943166719e-01
2.622470363232834334e+00,4.265766914363435802e+00,1.147270381952315343e+00,-6.726341512400551004e-01
5.132302752179630723e+00,8.488837976419826958e+00,1.150783348379111226e+00,-6.697771637807230505e-01
3.407091302674239763e+00,5.974131969710634316e+00,1.154443672556017431e+00,-6.668627942798663888e-01
3.627236877390239922e+00,5.960390968738881412e+00,1.149629071249907541e+00,-6.707105691020132099e-01
4.901002273292415445e+00,8.342821028479695755e+00,1.154173353264591917e+00,-6.670772035886542994e-01
2.250963013730122864e+00,3.643422029244101079e+00,1.145997377490600933e+00,-6.736802300436699475e-01
3.458156473834381739e+00,5.774703694206941407e+00,1.152276642597596767e+00,-6.685789021982633251e-01
4.373223989063306227e+00,6.950792013201239961e+00,1.140331868976054208e+00,-6.783918820645680192e-01
2.928945383743367437e+00,4.666354358350959686e+00,1.141168330971541023e+00,-6.776910208718120998e-01
5.222709061155969223e+00,8.431444475585495368e+00,1.145277122767571099e+00,-6.742743178708772156e-01
3.736803182204605722e+00,6.171382441573348920e+00,1.150525047496928188e+00,-6.699855380414931894e-01
2.056093534403049539e+00,3.364049717822295449e+00,1.148632998680365391e+00,-6.715204236568825813e-01
3.121364259422755971e+00,5.011311933072383873e+00,1.143654819533879818e+00,-6.756179488415900991e-01
3.606619382095844983e+00,6.050429652124223345e+00,1.152885171192073788e+00,-6.680941747503235106e-01
3.358582216708752899e+00,5.772289895867013243e+00,1.154607506667799877e+00,-6.667386299400352989e-01
4.287322654815222123e+00,7.105812697646162412e+00,1.151138805001630017e+00,-6.694909167042921716e-01
1.820379815908902188e+00,2.958590556592782583e+00,1.147064762731712539e+00,-6.728027638351248285e-01
4.378289879066941559e+00,7.015659436551985095e+00,1.143051513439714562e+00,-6.761194732126383222e-01
3.471909251823379172e+00,5.660771053068717862e+00,1.147835279358808469e+00,-6.721716510625013186e-01
1.346441142391006540e+00,2.066347911812033367e+00,1.124824483703444233e+00,-6.916472583015469411e-01
1.792651956401728475e+00,2.681321162092312083e+00,1.109192734078191966e+00,-7.054113626303073481e-01
5.131263832002972869e+00,8.501289923240021196e+00,1.151073070220407724e+00,-6.695438074399202577e-01
