1.770671868126500925e+01,1.376613072529705839e+01,1.604582650172512359e+01,1.468812178654619593e+01,1.593647314473169985e+01,1.711737372884137898e+01,4.597058084271118616e+01,5.147175538119848071e+00,5.581209740430018940e+00,5.260382964586410637e+00,3.600803187396859339e+00,3.244101354726850239e+00,4.938333954339409360e+00,4.094952896155591660e+00,5.175526045445097978e-01,8.470016167396620110e-01,8.555301196526742258e-01,1.073182278784178045e+00,8.718066938801758425e-01,1.309139347389336461e+00,1.644899709722441372e+00,1.262737760809087284e-01,1.859480048884232239e-01,6.913069810775605006e-01,1.768780261821129685e+00,1.157457712316618981e+00,1.096668661766027064e+00,3.841565057673016703e+00
1.675244379674822426e+01,1.229609490660991078e+01,1.460233225386568456e+01,1.462159785490010044e+01,1.544671131337893932e+01,1.570550304136665254e+01,5.164161052215308700e+01,4.499910799872780309e+00,4.377543755629385913e+00,4.543644079296291771e+00,3.140681321474850574e+00,3.149808421528555336e+00,3.395454960109331122e+00,5.506262037272555254e+00,4.375636952882335784e-01,9.759420474921779443e-01,9.648014463764731374e-01,1.098679759311429249e+00,8.872698891196818538e-01,1.214902409969187635e+00,-1.297399766087129258e+00,8.416754513765458690e-01,1.181155626641600342e+00,1.022633519234479316e+00,2.712490269130038989e+00,9.121939660013924644e-01,9.749075389645383005e-01,1.799993903181456290e+01
1.722055677722860878e+01,1.439042893631725306e+01,1.638893027072808906e+01,1.585797154519929464e+01,1.669847628860468092e+01,1.612419641982413765e+01,3.949838231210488715e+01,6.098014052079586023e+00,6.108512921253121064e+00,5.538358123541413214e+00,4.639553989782991827e+00,3.869733220976096177e+00,3.543622561467934862e+00,7.980475050639551426e+00,4.552342406874508307e-01,8.698315948374027995e-01,6.431501105053124556e-01,9.442752326354817427e-01,5.753003256977869961e-01,5.916036000081036361e-01,-6.729959617053150600e-01,-6.560920910588619037e-02,1.990964321734831621e-01,2.577469503667768613e-01,1.165551298386578338e+00,1.124128399824467550e+00,4.722945947975314418e-01,3.799012131014166016e+00
1.822687637108710490e+01,1.515523026282774310e+01,1.597642123352636467e+01,1.585670050657325625e+01,1.630228577860733452e+01,1.572277511929926419e+01,5.194780002588984047e+01,4.647539189388214531e+00,7.263944155262350044e+00,6.270525788192856886e+00,4.542046431007656260e+00,4.072463951346524169e+00,3.242070928243371508e+00,5.361615323496839558e+00,4.824519230066096065e-01,1.084238169266216190e+00,1.123813072589780804e+00,1.266230803560384199e+00,1.232444760990623500e+00,1.111856422857913973e+00,1.223999263036514407e+00,5.502875742618833499e-01,4.641887472120984626e-01,7.914213672405470135e-01,1.513670388926334098e+00,1.706194230509650467e+00,8.163836780741724475e-01,1.051748457770375289e+00
1.968102535373063233e+01,1.573248019867723357e+01,1.717381925113031471e+01,1.654773837802446224e+01,1.737502085868151624e+01,1.751930032329815745e+01,4.741399032308708428e+01,5.294526863191289401e+00,7.136085313656652218e+00,6.548473620500811165e+00,4.982030362966378689e+00,4.182221287726247461e+00,4.211931447772354176e+00,5.017617220994095462e+00,2.627203435429937839e-01,7.307978960300245408e-01,7.690501649763223924e-01,9.724544715504803705e-01,8.489119190428475736e-01,8.732161729444346543e-01,1.145233402522211064e+00,-3.277481129809256544e-02,-2.929157536686433083e-01,-6.202648038473057568e-02,5.384304445907459602e-01,5.651006290876927629e-01,1.792328792905202306e-01,8.843437272026402063e-01
2.006014412973643601e+01,1.522820627816773431e+01,1.726134468244595865e+01,1.616084678077958259e+01,1.698368219626259545e+01,1.665959723742793130e+01,5.286099615055089629e+01,4.553955278784274974e+00,6.435395605425010324e+00,6.303177965842193586e+00,4.441405726830589984e+00,4.116362658657421569e+00,3.532757354006719641e+00,5.149061087127955183e+00,1.932037345845804832e-01,6.657003833442890484e-01,7.033959849761693972e-01,1.029465542119667010e+00,9.821691532126550772e-01,8.912204366354953278e-01,-6.832566313953741810e-01,3.034932432131181024e-01,-3.853772450478123446e-01,-1.970898234564728568e-01,8.285015799548194337e-01,9.863350995755633122e-01,3.393090411228958381e-01,1.406930621828534100e+01
1.790006658691968155e+01,1.486142600573116468e+01,1.719072185163550515e+01,1.559634426336939228e+01,1.657777227172333667e+01,1.835997529453032939e+01,4.992371570310189810e+01,4.981738155469962237e+00,6.493113502632860801e+00,6.170760085376750581e+00,4.382842838001541175e+00,3.653352517218971141e+00,5.775452920687337510e+00,8.400888607786614060e+00,4.697603936013384773e-01,8.511759660089774915e-01,8.272257986824029796e-01,1.280121948384091324e+00,9.634864713624209376e-01,1.014402822240202395e+00,-1.431113363657430471e+00,4.134399279904119595e-01,1.170335612396020686e-01,2.762220155138375155e-01,2.052628083329466335e+00,1.278725804021982881e+00,1.153382733266505866e-02,6.748902547152759723e+00
1.946049593533888000e+01,1.737532474469311694e+01,1.880740373202548454e+01,1.744892918253312075e+01,1.810691946301506761e+01,1.763166040255578793e+01,5.223062905102349163e+01,5.533610553327802606e+00,8.179022246125812856e+00,7.446526020027381065e+00,5.584837937259742091e+00,4.981616046162969269e+00,4.277411763249013177e+00,6.615986916102644777e+00,2.462913810748812160e-01,5.085168315865378208e-01,5.854017759373109087e-01,9.415578022943374981e-01,9.199973155084166798e-01,7.529886949703633592e-01,5.982505611245448884e-01,-1.387907327100315058e-01,-8.890597906650490323e-01,-5.785283204855757866e-01,2.621350427132673744e-01,5.428166304426582656e-01,-1.387266894409129314e-01,-5.351741755440047044e-01
1.837412800148162972e+01,1.226383526517467182e+01,1.405861312485239978e+01,1.417866242147403533e+01,1.496447394268566455e+01,1.519626787277528557e+01,3.874349150342054315e+01,4.675626440536407635e+00,4.580457029624901644e+00,4.401493541128686182e+00,3.056327096544148247e+00,2.589482351093447488e+00,3.281637118849158874e+00,4.854983477517187396e+00,2.715193556470946734e-01,1.083063973517802925e+00,1.106751238188111719e+00,1.259310105840867333e+00,6.479328229442160580e-01,1.688289655793713706e+00,-6.688738126997839650e-01,5.442404442392199115e-01,1.185501471049477118e+00,1.562675539145741865e+00,3.890513854473299560e+00,1.322551213449189689e+00,3.505144383256707741e+00,1.564120963328673852e+01
1.888768858589930133e+01,1.688710112732117352e+01,1.839678008559554812e+01,1.687760187522624733e+01,1.760722712777370447e+01,1.651250972450858967e+01,4.830866157222528301e+01,5.526584979519337359e+00,7.780015064205477948e+00,7.525826894328768724e+00,5.655089921134622166e+00,5.073589136729162341e+00,3.590868401042359714e+00,7.433150472001799791e+00,4.873099748310625867e-01,6.280207906897653514e-01,6.897406289537524327e-01,9.918025959602516650e-01,1.038444050204792912e+00,8.307487139860493253e-01,-3.669397856484756804e-01,2.032658803308073914e-01,-6.452856000542257497e-01,-4.548917529493854417e-01,4.084835313379131527e-01,8.934112622269161363e-01,2.183009026556042009e-01,2.271512272881381023e+00
